,Unnamed: 0,siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar,siparis_yili,siparis_ayi,siparis_gunu,haftanin_gunu
685,692,SIP100841,MUS1259,2025-11-17 20:38:00,Bursa,Marmara,Ofis,Kalem Seti,2,105.42,0.1,49.9,Havale/EFT,Mevcut,4.0,5.0,Evet,0.382,239.66,2025,11,17,Monday
686,693,SIP100673,MUS1223,2024-11-02 17:50:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,2,264.53,0.05,0.0,Dijital Cüzdan,Yeni,1.0,4.0,Hayır,0.196,502.61,2024,11,2,Saturday
688,695,SIP100697,MUS1113,2024-03-10 08:26:00,Ankara,İç Anadolu,Elektronik,Kablosuz Kulaklık,1,1676.35,0.0,39.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.301,1716.25,2024,3,10,Sunday
689,696,SIP100552,MUS1129,2025-02-27 10:11:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Şampuan,3,183.02,0.05,39.9,Kapıda Ödeme,Yeni,4.0,4.0,Hayır,0.335,561.51,2025,2,27,Thursday
690,697,SIP100565,MUS1191,2025-05-20 11:21:00,Ankara,İç Anadolu,Ev Yaşam,Termos,2,519.61,0.05,29.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.28,1017.16,2025,5,20,Tuesday
693,700,SIP100525,MUS1225,2025-12-29 17:03:00,Konya,İç Anadolu,Kozmetik,Güneş Kremi,3,446.11,0.1,29.9,Dijital Cüzdan,Mevcut,1.0,3.0,Hayır,0.229,1234.4,2025,12,29,Monday
695,702,SIP100958,MUS1194,2024-05-01 10:56:00,Trabzon,Karadeniz,Spor,Yoga Matı,1,716.17,0.0,39.9,Dijital Cüzdan,Mevcut,5.0,4.0,Hayır,0.334,756.07,2024,5,1,Wednesday
696,703,SIP101345,MUS1401,2025-12-04 11:01:00,Kayseri,İç Anadolu,Kozmetik,Şampuan,2,221.95,0.05,49.9,Kredi Kartı,Mevcut,6.0,3.0,Hayır,0.269,471.6,2025,12,4,Thursday
698,705,SIP100080,MUS1391,2024-08-24 09:46:00,İzmir,Ege,Ofis,Mouse Pad,1,192.65,0.1,39.9,Kredi Kartı,Yeni,4.0,3.0,Hayır,0.34,213.29,2024,8,24,Saturday
699,706,SIP100534,MUS1294,2024-03-18 16:59:00,Ankara,İç Anadolu,Spor,Suluk,1,214.82,0.0,49.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.355,264.72,2024,3,18,Monday
701,708,SIP100458,MUS1069,2024-05-06 20:57:00,İzmir,Ege,Kitap,Girişimcilik,1,202.67,0.0,49.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.319,252.57,2024,5,6,Monday
702,709,SIP100291,MUS1070,2025-03-26 13:27:00,Kayseri,İç Anadolu,Spor,Suluk,1,202.05,0.15,49.9,Kapıda Ödeme,Mevcut,1.0,4.0,Hayır,0.31,221.64,2025,3,26,Wednesday
703,710,SIP100371,MUS1337,2025-01-01 20:37:00,İstanbul,Marmara,Spor,Spor Çantası,1,885.96,0.1,0.0,Dijital Cüzdan,VIP,2.0,5.0,Hayır,0.399,797.36,2025,1,1,Wednesday
704,711,SIP100266,MUS1114,2024-11-23 22:13:00,Bursa,Marmara,Kitap,Zaman Yönetimi,2,161.7,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.192,363.3,2024,11,23,Saturday
705,712,SIP100589,MUS1004,2024-02-05 12:38:00,İzmir,Ege,Spor,Yoga Matı,1,649.09,0.15,29.9,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.402,581.63,2024,2,5,Monday
708,715,SIP101214,MUS1192,2025-12-14 15:31:00,Konya,İç Anadolu,Spor,Suluk,1,194.76,0.15,29.9,Kapıda Ödeme,Mevcut,4.0,3.0,Hayır,0.314,195.45,2025,12,14,Sunday
710,717,SIP100474,MUS1363,2025-11-08 12:31:00,Antalya,Akdeniz,Kitap,Girişimcilik,4,188.61,0.0,29.9,Havale/EFT,Mevcut,3.0,5.0,Evet,0.325,784.34,2025,11,8,Saturday
712,719,SIP100186,MUS1418,2024-07-23 22:02:00,İstanbul,Marmara,Ev Yaşam,Termos,4,477.35,0.05,39.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.396,1853.83,2024,7,23,Tuesday
715,722,SIP100452,MUS1406,2024-04-15 14:26:00,Trabzon,Karadeniz,Kitap,Veri Bilimi 101,3,253.09,0.05,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.252,799.17,2024,4,15,Monday
716,723,SIP100257,MUS1377,2024-08-14 14:19:00,Kayseri,İç Anadolu,Kitap,Girişimcilik,2,205.93,0.0,49.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.288,461.76,2024,8,14,Wednesday
717,724,SIP100136,MUS1228,2025-05-05 21:25:00,Konya,İç Anadolu,Elektronik,Kablosuz Kulaklık,2,1576.08,0.1,49.9,Kredi Kartı,Yeni,4.0,5.0,Hayır,0.388,2886.84,2025,5,5,Monday
718,725,SIP100982,MUS1159,2025-03-18 21:45:00,İstanbul,Marmara,Ev Yaşam,Saklama Kutusu,4,227.87,0.1,49.9,Banka Kartı,Yeni,5.0,5.0,Hayır,0.27,870.23,2025,3,18,Tuesday
719,726,SIP100790,MUS1074,2025-11-19 09:25:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,2,153.52,0.0,39.9,Kredi Kartı,Mevcut,1.0,4.0,Evet,0.182,346.94,2025,11,19,Wednesday
720,728,SIP100771,MUS1185,2024-11-23 15:56:00,İstanbul,Marmara,Elektronik,Bluetooth Hoparlör,1,1272.33,0.1,0.0,Havale/EFT,Yeni,3.0,4.0,Evet,0.286,1145.1,2024,11,23,Saturday
721,729,SIP100584,MUS1321,2024-08-24 16:24:00,Trabzon,Karadeniz,Elektronik,Kablosuz Kulaklık,1,1595.41,0.15,59.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.374,1416.0,2024,8,24,Saturday
722,730,SIP101044,MUS1115,2025-10-31 18:50:00,Eskişehir,İç Anadolu,Kitap,Zaman Yönetimi,2,155.55,0.0,39.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.374,351.0,2025,10,31,Friday
724,732,SIP101323,MUS1217,2025-12-07 10:04:00,İstanbul,Marmara,Spor,Yoga Matı,4,675.21,0.1,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.255,2470.66,2025,12,7,Sunday
725,734,SIP100342,MUS1045,2024-11-13 19:27:00,Konya,İç Anadolu,Kitap,Veri Bilimi 101,1,261.03,0.0,39.9,Havale/EFT,Mevcut,1.0,3.0,Evet,0.189,300.93,2024,11,13,Wednesday
727,736,SIP100527,MUS1205,2024-09-01 18:00:00,İstanbul,Marmara,Elektronik,Webcam,1,844.75,0.0,49.9,Dijital Cüzdan,Yeni,5.0,4.0,Hayır,0.41,894.65,2024,9,1,Sunday
728,737,SIP100852,MUS1232,2025-08-31 18:00:00,Bursa,Marmara,Kitap,İş Analitiği Rehberi,2,274.27,0.0,29.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.284,578.44,2025,8,31,Sunday
729,738,SIP101014,MUS1276,2025-01-25 14:54:00,İstanbul,Marmara,Spor,Yoga Matı,2,713.04,0.05,29.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.202,1384.68,2025,1,25,Saturday
730,739,SIP100683,MUS1242,2024-10-13 15:33:00,İstanbul,Marmara,Kitap,Girişimcilik,3,202.03,0.0,0.0,Kredi Kartı,VIP,3.0,3.0,Evet,0.351,606.09,2024,10,13,Sunday
731,740,SIP100463,MUS1345,2025-10-09 11:12:00,Kayseri,İç Anadolu,Kitap,Girişimcilik,1,198.4,0.15,49.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.277,218.54,2025,10,9,Thursday
732,741,SIP100798,MUS1362,2025-04-15 08:02:00,Ankara,İç Anadolu,Spor,Direnç Bandı,1,252.46,0.0,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.354,292.36,2025,4,15,Tuesday
734,743,SIP101217,MUS1314,2024-02-14 09:03:00,Samsun,Karadeniz,Elektronik,Webcam,2,838.54,0.1,49.9,Dijital Cüzdan,Yeni,3.0,5.0,Hayır,0.405,1559.27,2024,2,14,Wednesday
735,744,SIP100469,MUS1351,2025-12-10 18:03:00,İzmir,Ege,Kozmetik,Güneş Kremi,2,485.63,0.0,59.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.303,1031.16,2025,12,10,Wednesday
736,745,SIP100648,MUS1237,2025-05-08 10:40:00,Kocaeli,Marmara,Kitap,Python Notları,2,199.96,0.05,39.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.412,419.82,2025,5,8,Thursday
737,746,SIP101035,MUS1002,2025-09-25 18:42:00,Mersin,Akdeniz,Ofis,Not Tutucu,1,136.97,0.1,29.9,Kapıda Ödeme,Mevcut,3.0,5.0,Hayır,0.296,153.17,2025,9,25,Thursday
738,747,SIP100034,MUS1126,2024-08-06 16:16:00,Trabzon,Karadeniz,Elektronik,Powerbank,1,767.66,0.05,49.9,Kredi Kartı,Yeni,4.0,4.0,Evet,0.322,933.68,2024,8,6,Tuesday
739,748,SIP100417,MUS1152,2025-11-07 13:43:00,Eskişehir,İç Anadolu,Kozmetik,Şampuan,2,212.96,0.1,0.0,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.217,383.33,2025,11,7,Friday
741,750,SIP100782,MUS1075,2024-07-29 17:57:00,İstanbul,Marmara,Elektronik,Powerbank,1,828.03,0.05,29.9,Kredi Kartı,Mevcut,5.0,3.0,Evet,0.298,816.53,2024,7,29,Monday
742,751,SIP101311,MUS1404,2024-03-14 18:27:00,Antalya,Akdeniz,Kitap,Zaman Yönetimi,2,168.52,0.15,49.9,Dijital Cüzdan,Yeni,5.0,4.0,Hayır,0.388,336.38,2024,3,14,Thursday
744,753,SIP101266,MUS1269,2025-01-01 16:54:00,İzmir,Ege,Elektronik,Bluetooth Hoparlör,1,1176.84,0.1,39.9,Kapıda Ödeme,Yeni,3.0,4.0,Hayır,0.385,1099.06,2025,1,1,Wednesday
745,754,SIP101082,MUS1433,2024-11-08 18:54:00,Bursa,Marmara,Kitap,Python Notları,2,229.59,0.0,49.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.257,509.08,2024,11,8,Friday
746,755,SIP100217,MUS1024,2025-01-09 20:09:00,İzmir,Ege,Ofis,Kalem Seti,2,94.39,0.0,49.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.19,238.68,2025,1,9,Thursday
747,756,SIP101393,MUS1329,2025-04-16 09:56:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,3,298.32,0.0,39.9,Havale/EFT,Yeni,3.0,5.0,Hayır,0.207,934.86,2025,4,16,Wednesday
748,757,SIP101034,MUS1385,2024-05-22 08:38:00,İzmir,Ege,Kitap,Zaman Yönetimi,1,155.01,0.05,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.343,187.16,2024,5,22,Wednesday
749,758,SIP100544,MUS1435,2025-04-29 20:00:00,İstanbul,Marmara,Kitap,Python Notları,2,240.47,0.05,29.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.228,486.79,2025,4,29,Tuesday
750,759,SIP101329,MUS1022,2025-03-12 12:20:00,Eskişehir,İç Anadolu,Kozmetik,Serum,1,483.56,0.0,59.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.384,543.46,2025,3,12,Wednesday
751,760,SIP101074,MUS1281,2024-01-27 17:15:00,Trabzon,Karadeniz,Spor,Direnç Bandı,2,235.22,0.1,49.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.348,473.3,2024,1,27,Saturday
753,762,SIP101163,MUS1350,2024-03-26 18:26:00,Konya,İç Anadolu,Ofis,Mouse Pad,2,182.9,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.273,405.7,2024,3,26,Tuesday
754,763,SIP100465,MUS1414,2025-11-21 19:57:00,Bursa,Marmara,Kozmetik,Şampuan,1,206.36,0.0,39.9,Kapıda Ödeme,Yeni,3.0,5.0,Hayır,0.19,246.26,2025,11,21,Friday
755,764,SIP100392,MUS1096,2024-04-03 18:34:00,İzmir,Ege,Spor,Suluk,1,205.71,0.15,59.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.296,234.75,2024,4,3,Wednesday
756,765,SIP100901,MUS1067,2025-03-02 21:10:00,İzmir,Ege,Spor,Direnç Bandı,4,243.83,0.0,59.9,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.376,1035.22,2025,3,2,Sunday
757,766,SIP100439,MUS1152,2024-03-17 19:46:00,İstanbul,Marmara,Elektronik,Powerbank,1,767.97,0.05,49.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.192,779.47,2024,3,17,Sunday
758,767,SIP101022,MUS1301,2024-04-29 20:05:00,Samsun,Karadeniz,Ev Yaşam,Termos,3,479.45,0.1,39.9,Banka Kartı,Mevcut,6.0,5.0,Hayır,0.214,1334.42,2024,4,29,Monday
759,768,SIP100583,MUS1111,2025-09-23 12:33:00,Mersin,Akdeniz,Kitap,Veri Bilimi 101,4,254.64,0.0,0.0,Kredi Kartı,Yeni,5.0,4.0,Hayır,0.331,1018.56,2025,9,23,Tuesday
760,770,SIP100327,MUS1448,2025-03-14 11:44:00,İstanbul,Marmara,Spor,Yoga Matı,1,662.79,0.05,49.9,Dijital Cüzdan,VIP,2.0,5.0,Hayır,0.406,679.55,2025,3,14,Friday
762,772,SIP101188,MUS1373,2024-02-22 20:59:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,168.85,0.1,29.9,Banka Kartı,Yeni,6.0,4.0,Hayır,0.37,181.86,2024,2,22,Thursday
763,773,SIP100466,MUS1083,2025-01-25 10:03:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,1,1563.67,0.05,39.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.356,1525.39,2025,1,25,Saturday
764,774,SIP100554,MUS1200,2024-03-26 09:16:00,İstanbul,Marmara,Spor,Spor Çantası,4,885.54,0.2,39.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.195,2873.63,2024,3,26,Tuesday
765,775,SIP100062,MUS1437,2025-08-12 14:30:00,İzmir,Ege,Kozmetik,Yüz Temizleme Jeli,4,342.7,0.2,49.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.407,1146.54,2025,8,12,Tuesday
766,776,SIP100419,MUS1433,2025-10-15 20:30:00,Gaziantep,Güneydoğu Anadolu,Ev Yaşam,Organizer,1,242.72,0.05,59.9,Dijital Cüzdan,Mevcut,4.0,3.0,Hayır,0.387,290.48,2025,10,15,Wednesday
767,777,SIP101050,MUS1425,2025-12-06 09:17:00,Antalya,Akdeniz,Ofis,Kalem Seti,1,98.85,0.0,49.9,Dijital Cüzdan,Mevcut,3.0,4.0,Hayır,0.321,148.75,2025,12,6,Saturday
768,778,SIP100709,MUS1197,2025-04-15 20:49:00,Antalya,Akdeniz,Ofis,Defter Seti,1,155.9,0.05,49.9,Kredi Kartı,Yeni,6.0,4.0,Hayır,0.298,198.0,2025,4,15,Tuesday
770,780,SIP100539,MUS1062,2025-05-29 13:25:00,İstanbul,Ege,Kozmetik,Yüz Temizleme Jeli,1,284.4,0.0,49.9,Kapıda Ödeme,Mevcut,1.0,5.0,Hayır,0.316,334.3,2025,5,29,Thursday
771,781,SIP100156,MUS1262,2024-08-14 13:49:00,Kayseri,İç Anadolu,Kitap,İş Analitiği Rehberi,3,297.14,0.0,59.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.376,951.32,2024,8,14,Wednesday
772,782,SIP101149,MUS1040,2024-02-25 20:23:00,Konya,İç Anadolu,Spor,Dambıl Seti,1,1410.25,0.05,39.9,Banka Kartı,Yeni,4.0,4.0,Hayır,0.198,1379.64,2024,2,25,Sunday
773,783,SIP101347,MUS1294,2024-08-12 13:40:00,Eskişehir,İç Anadolu,Ofis,Not Tutucu,3,126.47,0.1,49.9,Kapıda Ödeme,Yeni,3.0,5.0,Hayır,0.345,391.37,2024,8,12,Monday
774,784,SIP100083,MUS1241,2025-10-15 21:48:00,Antalya,Akdeniz,Kitap,Python Notları,2,207.76,0.0,29.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.362,445.42,2025,10,15,Wednesday
775,785,SIP100960,MUS1300,2024-09-10 08:40:00,Antalya,Akdeniz,Ev Yaşam,Saklama Kutusu,1,216.65,0.15,39.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.38,224.05,2024,9,10,Tuesday
776,786,SIP100367,MUS1282,2024-02-05 17:39:00,Ankara,İç Anadolu,Spor,Dambıl Seti,2,1363.9,0.2,39.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.336,2222.14,2024,2,5,Monday
777,787,SIP100945,MUS1327,2025-12-31 09:37:00,İstanbul,Marmara,Elektronik,Powerbank,2,937.62,0.0,49.9,Havale/EFT,Yeni,1.0,5.0,Hayır,0.218,1925.14,2025,12,31,Wednesday
778,788,SIP100877,MUS1067,2024-06-14 17:13:00,Konya,İç Anadolu,Ofis,Not Tutucu,3,121.15,0.0,39.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.334,403.35,2024,6,14,Friday
779,789,SIP100612,MUS1071,2024-01-31 16:17:00,İstanbul,Marmara,Ofis,Not Tutucu,1,123.1,0.0,29.9,Kredi Kartı,Yeni,2.0,5.0,Hayır,0.208,153.0,2024,1,31,Wednesday
780,790,SIP100349,MUS1040,2024-08-17 13:15:00,Mersin,Akdeniz,Kitap,Zaman Yönetimi,5,154.42,0.0,39.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.281,812.0,2024,8,17,Saturday
781,791,SIP101134,MUS1076,2024-01-03 21:59:00,İzmir,Ege,Ofis,Defter Seti,1,140.06,0.05,39.9,Dijital Cüzdan,Mevcut,2.0,4.0,Hayır,0.39,172.96,2024,1,3,Wednesday
783,793,SIP100167,MUS1417,2025-09-01 19:05:00,Adana,Akdeniz,Spor,Dambıl Seti,1,1364.85,0.1,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.32,1278.27,2025,9,1,Monday
784,794,SIP101091,MUS1370,2025-09-22 15:21:00,Bursa,Marmara,Ofis,Defter Seti,1,154.55,0.0,39.9,Kredi Kartı,Yeni,5.0,3.0,Hayır,0.419,194.45,2025,9,22,Monday
786,796,SIP100547,MUS1296,2024-01-21 14:07:00,Antalya,Akdeniz,Ofis,Mouse Pad,2,186.83,0.0,29.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.339,403.56,2024,1,21,Sunday
787,797,SIP100205,MUS1369,2025-10-18 10:37:00,Konya,İç Anadolu,Elektronik,Powerbank,1,779.29,0.1,0.0,Dijital Cüzdan,Yeni,2.0,3.0,Hayır,0.253,701.36,2025,10,18,Saturday
789,799,SIP100710,MUS1377,2024-04-19 18:44:00,Adana,Akdeniz,Ofis,Not Tutucu,1,124.63,0.15,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.308,145.84,2024,4,19,Friday
791,801,SIP101288,MUS1176,2025-03-24 09:57:00,İzmir,Ege,Ev Yaşam,Termos,4,538.82,0.0,29.9,Banka Kartı,VIP,5.0,5.0,Hayır,0.383,2185.18,2025,3,24,Monday
793,803,SIP100778,MUS1061,2025-06-19 20:21:00,İstanbul,Marmara,Spor,Spor Çantası,2,894.07,0.15,0.0,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.257,1519.92,2025,6,19,Thursday
794,804,SIP101376,MUS1262,2025-05-01 21:00:00,Konya,İç Anadolu,Ev Yaşam,Masa Lambası,2,610.51,0.0,49.9,Kredi Kartı,VIP,3.0,5.0,Evet,0.345,1270.92,2025,5,1,Thursday
795,805,SIP101204,MUS1130,2025-10-09 21:04:00,İstanbul,Marmara,Ofis,Mouse Pad,1,181.1,0.1,39.9,Kredi Kartı,VIP,6.0,4.0,Hayır,0.317,202.89,2025,10,9,Thursday
796,806,SIP100010,MUS1336,2024-03-08 11:58:00,Mersin,Akdeniz,Spor,Suluk,1,210.85,0.0,29.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.258,240.75,2024,3,8,Friday
797,807,SIP100011,MUS1300,2024-05-26 12:08:00,Bursa,Marmara,Kitap,Zaman Yönetimi,3,172.4,0.05,29.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.365,521.24,2024,5,26,Sunday
798,809,SIP101078,MUS1283,2025-02-02 10:22:00,Eskişehir,İç Anadolu,Ev Yaşam,Saklama Kutusu,2,243.74,0.0,49.9,Kapıda Ödeme,Mevcut,4.0,4.0,Hayır,0.189,537.38,2025,2,2,Sunday
799,810,SIP100722,MUS1401,2025-09-02 10:45:00,Samsun,Karadeniz,Kozmetik,Yüz Temizleme Jeli,2,300.97,0.0,49.9,Kredi Kartı,VIP,4.0,4.0,Hayır,0.364,651.84,2025,9,2,Tuesday
800,811,SIP100631,MUS1290,2024-06-12 14:35:00,İstanbul,Marmara,Kozmetik,Serum,5,540.85,0.15,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.29,2348.51,2024,6,12,Wednesday
801,812,SIP100871,MUS1378,2024-04-15 18:54:00,İzmir,Ege,Ofis,Defter Seti,2,163.77,0.15,0.0,Havale/EFT,VIP,2.0,4.0,Hayır,0.395,278.41,2024,4,15,Monday
802,813,SIP100747,MUS1085,2024-03-23 14:57:00,İstanbul,Marmara,Spor,Yoga Matı,2,746.28,0.15,49.9,Kredi Kartı,VIP,3.0,5.0,Evet,0.23,1318.58,2024,3,23,Saturday
803,814,SIP101211,MUS1068,2025-10-21 20:54:00,Antalya,Akdeniz,Ofis,Defter Seti,4,148.57,0.0,29.9,Banka Kartı,Yeni,3.0,4.0,Hayır,0.222,624.18,2025,10,21,Tuesday
804,815,SIP100556,MUS1358,2025-04-23 21:34:00,Ankara,İç Anadolu,Ofis,Not Tutucu,3,130.5,0.15,49.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.3,382.67,2025,4,23,Wednesday
806,817,SIP100729,MUS1313,2025-04-27 17:31:00,İstanbul,Marmara,Ev Yaşam,Termos,1,529.62,0.15,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.384,490.08,2025,4,27,Sunday
807,818,SIP100428,MUS1177,2024-01-19 18:00:00,Eskişehir,İç Anadolu,Kozmetik,Nemlendirici,2,424.78,0.0,39.9,Banka Kartı,Yeni,1.0,5.0,Hayır,0.417,889.46,2024,1,19,Friday
809,820,SIP100794,MUS1051,2024-05-05 12:31:00,İstanbul,Marmara,Spor,Yoga Matı,4,671.81,0.1,39.9,Kredi Kartı,Mevcut,1.0,4.0,Hayır,0.192,2458.42,2024,5,5,Sunday
810,821,SIP101046,MUS1434,2025-01-24 17:47:00,Antalya,Akdeniz,Ev Yaşam,Saklama Kutusu,2,215.13,0.1,39.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.279,427.13,2025,1,24,Friday
811,822,SIP101343,MUS1238,2024-10-21 14:28:00,Ankara,İç Anadolu,Ev Yaşam,Termos,3,504.47,0.15,49.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.369,1336.3,2024,10,21,Monday
812,823,SIP100966,MUS1140,2025-03-12 15:29:00,Bursa,Marmara,Kozmetik,Güneş Kremi,1,475.23,0.0,0.0,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.267,475.23,2025,3,12,Wednesday
814,825,SIP100657,MUS1099,2024-01-24 17:48:00,Bursa,Marmara,Kitap,İş Analitiği Rehberi,1,288.94,0.0,39.9,Kredi Kartı,VIP,4.0,5.0,Hayır,0.372,328.84,2024,1,24,Wednesday
816,827,SIP100768,MUS1353,2024-05-07 18:42:00,Ankara,İç Anadolu,Kitap,Zaman Yönetimi,2,162.13,0.05,29.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.379,354.16,2024,5,7,Tuesday
817,828,SIP100152,MUS1204,2025-12-21 11:32:00,İstanbul,Marmara,Spor,Spor Çantası,1,868.86,0.0,0.0,Banka Kartı,Mevcut,2.0,3.0,Hayır,0.3,868.86,2025,12,21,Sunday
819,831,SIP100424,MUS1074,2024-07-24 13:26:00,İzmir,Ege,Ev Yaşam,Masa Lambası,1,612.53,0.0,39.9,Dijital Cüzdan,VIP,3.0,5.0,Hayır,0.195,652.43,2024,7,24,Wednesday
821,833,SIP100131,MUS1446,2024-07-29 09:53:00,Ankara,İç Anadolu,Ev Yaşam,Organizer,4,299.85,0.0,39.9,Havale/EFT,Yeni,4.0,3.0,Hayır,0.376,1239.3,2024,7,29,Monday
822,834,SIP100462,MUS1281,2025-02-26 17:44:00,İzmir,Ege,Ev Yaşam,Masa Lambası,1,653.86,0.2,49.9,Dijital Cüzdan,Mevcut,6.0,5.0,Hayır,0.196,572.99,2025,2,26,Wednesday
823,835,SIP101177,MUS1296,2025-09-07 14:13:00,İzmir,Ege,Kozmetik,Nemlendirici,1,359.18,0.1,39.9,Kredi Kartı,VIP,4.0,5.0,Hayır,0.345,363.16,2025,9,7,Sunday
825,837,SIP100001,MUS1045,2024-09-07 11:08:00,Konya,İç Anadolu,Elektronik,Webcam,1,975.31,0.05,29.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.185,956.44,2024,9,7,Saturday
826,838,SIP101029,MUS1142,2024-04-21 21:40:00,İzmir,Ege,Kitap,Girişimcilik,4,187.67,0.1,49.9,Kredi Kartı,Yeni,2.0,4.0,Hayır,0.409,725.51,2024,4,21,Sunday
827,839,SIP101340,MUS1020,2024-01-04 14:04:00,Kayseri,İç Anadolu,Kozmetik,Nemlendirici,2,375.92,0.0,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.259,801.74,2024,1,4,Thursday
828,840,SIP101352,MUS1118,2025-05-28 14:50:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Yüz Temizleme Jeli,3,322.28,0.15,49.9,Kredi Kartı,Yeni,1.0,5.0,Hayır,0.414,871.71,2025,5,28,Wednesday
829,841,SIP100700,MUS1233,2025-12-13 10:16:00,Antalya,Akdeniz,Ev Yaşam,Termos,5,524.67,0.0,29.9,Kredi Kartı,Mevcut,3.0,3.0,Evet,0.319,2653.25,2025,12,13,Saturday
830,842,SIP100938,MUS1172,2024-01-29 15:27:00,Ankara,İç Anadolu,Kitap,Veri Bilimi 101,2,242.33,0.0,49.9,Kapıda Ödeme,Mevcut,2.0,4.0,Hayır,0.35,534.56,2024,1,29,Monday
831,843,SIP100876,MUS1345,2024-05-14 22:18:00,Kayseri,İç Anadolu,Kitap,Zaman Yönetimi,1,161.94,0.0,29.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.18,191.84,2024,5,14,Tuesday
833,845,SIP101227,MUS1026,2025-05-29 14:32:00,İzmir,Ege,Ev Yaşam,Kahve Kupası,2,193.19,0.05,59.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.247,426.96,2025,5,29,Thursday
837,849,SIP100909,MUS1396,2025-10-23 09:55:00,Samsun,Karadeniz,Spor,Suluk,2,206.28,0.0,29.9,Kredi Kartı,Yeni,3.0,4.0,Hayır,0.382,442.46,2025,10,23,Thursday
838,850,SIP100436,MUS1426,2024-04-26 20:06:00,Gaziantep,Güneydoğu Anadolu,Elektronik,Webcam,1,883.45,0.0,39.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.19,923.35,2024,4,26,Friday
